BTC_R,BTC_R_LOW,BTC_R_MAX,BTC_R_V,Date,ETH_B,ETH_B_LOW,ETH_B_MAX,ETH_B_V,ETH_L,ETH_L_LOW,ETH_L_MAX,ETH_L_V,ETH_R,ETH_R_LOW,ETH_R_MAX,ETH_R_V,LTC_B,LTC_B_LOW,LTC_B_MAX,LTC_B_V,LTC_R,LTC_R_LOW,LTC_R_MAX,LTC_R_V,Time
258900,257500,262000,685,28.03.2019,0.0342,0.0341,0.0345,5121.2017,2.26,2.26,2.31,383,8842,8824,9005,1532,0.015,0.015,0.0152,4363,3876,3865,3974,835,09:53
258729,257500,262000,686,28.03.2019,0.0342,0.0341,0.0345,5098.9093,2.27,2.26,2.31,382,8842,8824,9005,1532,0.015,0.015,0.0152,4356,3876,3865,3974,842,09:58
258665,257500,262000,689,28.03.2019,0.0342,0.0341,0.0345,5114.6508,2.27,2.26,2.31,381,8842,8824,9005,1527,0.015,0.015,0.0152,4364,3876,3865,3974,840,10:03
258452,257500,262000,691,28.03.2019,0.0342,0.0341,0.0345,5113.4176,2.27,2.26,2.31,380,8842,8824,9005,1528,0.015,0.015,0.0152,4354,3876,3865,3974,840,10:08
258332,257500,262000,688,28.03.2019,0.0342,0.0341,0.0345,5104.1590000000015,2.27,2.26,2.31,381,8842,8824,9005,1509,0.015,0.015,0.0152,4338,3876,3865,3974,838,10:13
258264,257500,262000,686,28.03.2019,0.0342,0.0341,0.0345,5095.6084,2.27,2.26,2.31,381,8842,8824,9005,1487,0.015,0.015,0.0152,4328,3876,3865,3974,843,10:18
258151,257500,262000,686,28.03.2019,0.0342,0.0341,0.0345,5075.791,2.27,2.26,2.31,381,8842,8824,9005,1478,0.015,0.015,0.0152,4343,3876,3865,3974,841,10:23
258467,257500,262000,685,28.03.2019,0.0342,0.0341,0.0345,5083.732,2.27,2.26,2.31,382,8842,8824,9005,1474,0.015,0.015,0.0152,4328,3898,3865,3974,848,10:28
258469,257500,262000,686,28.03.2019,0.0342,0.0341,0.0345,5070.3162,2.27,2.26,2.31,381,8842,8824,9005,1480,0.015,0.015,0.0152,4318,3898,3865,3974,844,10:33
258362,257500,262000,683,28.03.2019,0.0342,0.0341,0.0345,5051.8824,2.27,2.26,2.31,381,8843,8824,9005,1479,0.015,0.015,0.0152,4337,3898,3865,3974,842,10:38
259025,257500,262000,686,28.03.2019,0.0343,0.0341,0.0345,5052.8714,2.27,2.26,2.31,381,8843,8824,9005,1474,0.015,0.015,0.0152,4312,3898,3865,3974,838,10:43
259500,257500,262000,686,28.03.2019,0.0342,0.0341,0.0345,5067.2841,2.27,2.26,2.31,381,8843,8824,9005,1470,0.015,0.015,0.0152,4311,3887,3865,3974,841,10:48
258311,257500,262000,684,28.03.2019,0.0342,0.0341,0.0345,5062.3936,2.27,2.26,2.31,380,8843,8824,9005,1466,0.015,0.015,0.0152,4324,3887,3865,3974,841,10:53
259009,257500,262000,679,28.03.2019,0.0342,0.0341,0.0345,5036.3234,2.27,2.26,2.31,380,8843,8824,9005,1466,0.015,0.015,0.0152,4310,3887,3865,3974,841,10:58
259003,257500,262000,678,28.03.2019,0.0342,0.0341,0.0345,5059.0468,2.27,2.26,2.31,380,8843,8824,9005,1469,0.015,0.015,0.0152,4316,3887,3865,3974,839,11:03
259395,257500,262000,680,28.03.2019,0.0342,0.0341,0.0345,5044.5967,2.27,2.26,2.31,382,8843,8824,9005,1468,0.015,0.015,0.0152,4308,3887,3865,3974,841,11:08
259500,257500,262000,680,28.03.2019,0.0342,0.0341,0.0345,5061.9854,2.27,2.26,2.31,380,8843,8824,9005,1467,0.015,0.015,0.0152,4298,3887,3865,3974,829,11:13
259500,257500,262000,678,28.03.2019,0.0342,0.0341,0.0345,5055.9497,2.27,2.26,2.31,382,8851,8824,9005,1463,0.015,0.015,0.0152,4320,3887,3865,3974,843,11:18
259500,257500,262000,677,28.03.2019,0.0342,0.0341,0.0345,5046.5708,2.27,2.26,2.31,381,8851,8824,9005,1463,0.015,0.015,0.0152,4297,3887,3865,3974,843,11:23
259500,257500,262000,674,28.03.2019,0.0342,0.0341,0.0345,5043.2993,2.27,2.26,2.31,381,8842,8824,9005,1465,0.015,0.015,0.0152,4292,3887,3865,3974,843,11:28
259500,257500,262000,677,28.03.2019,0.0342,0.0341,0.0345,5034.9171,2.27,2.26,2.31,381,8842,8824,9005,1461,0.015,0.015,0.0152,4296,3887,3865,3974,839,11:33
259500,257500,262000,675,28.03.2019,0.0342,0.0341,0.0345,5034.8173,2.27,2.26,2.31,378,8842,8824,9005,1458,0.015,0.015,0.0152,4296,3887,3865,3974,839,11:38
259500,257500,262000,675,28.03.2019,0.0342,0.0341,0.0345,5038.2444,2.27,2.26,2.31,380,8842,8824,9005,1461,0.015,0.015,0.0152,4298,3887,3865,3974,834,11:43
259471,257500,262000,671,28.03.2019,0.0342,0.0341,0.0345,5029.3655,2.27,2.26,2.31,378,8842,8824,9005,1462,0.015,0.015,0.0152,4308,3882,3865,3974,884,11:48
259232,257500,262000,677,28.03.2019,0.0342,0.0341,0.0345,5015.826,2.27,2.26,2.31,379,8849,8824,9005,1464,0.015,0.015,0.0152,4308,3887,3865,3974,887,11:53
259302,257500,262000,679,28.03.2019,0.0342,0.0341,0.0345,5046.7694,2.27,2.26,2.31,380,8849,8824,9005,1456,0.015,0.015,0.0152,4328,3887,3865,3974,890,11:58
259065,257500,262000,679,28.03.2019,0.0342,0.0341,0.0345,5035.9029,2.27,2.26,2.31,379,8855,8824,9005,1461,0.015,0.015,0.0152,4315,3887,3865,3974,876,12:03
258321,257500,262000,678,28.03.2019,0.0343,0.0341,0.0345,5033.9319,2.27,2.26,2.31,380,8855,8824,9005,1432,0.015,0.015,0.0152,4314,3887,3865,3974,853,12:08
258323,257500,262000,675,28.03.2019,0.0343,0.0341,0.0345,5035.3307,2.27,2.26,2.31,380,8850,8824,9005,1419,0.015,0.015,0.0152,4308,3887,3865,3974,817,12:13
258420,257500,262000,671,28.03.2019,0.0343,0.0341,0.0345,5051.3819,2.27,2.26,2.31,380,8843,8824,9005,1416,0.015,0.015,0.0152,4330,3887,3865,3974,814,12:18
258420,257500,262000,674,28.03.2019,0.0343,0.0341,0.0345,5053.1655,2.27,2.26,2.31,381,8842,8824,9005,1420,0.015,0.015,0.0152,4330,3887,3865,3974,814,12:23
258420,257500,262000,673,28.03.2019,0.0343,0.0341,0.0345,5066.9513,2.27,2.26,2.31,383,8842,8824,9005,1419,0.015,0.015,0.0152,4333,3887,3865,3974,812,12:28
258864,257500,262000,673,28.03.2019,0.0342,0.0341,0.0345,5073.2252,2.27,2.26,2.31,382,8843,8824,9005,1418,0.015,0.015,0.0152,4328,3865,3865,3974,841,12:33
258344,257500,262000,674,28.03.2019,0.0342,0.0341,0.0345,5066.8397,2.27,2.26,2.31,381,8843,8824,9005,1421,0.015,0.015,0.0152,4328,3865,3865,3974,846,12:38
258323,257500,262000,676,28.03.2019,0.0342,0.0341,0.0345,5087.1596,2.27,2.26,2.31,381,8842,8824,9005,1427,0.015,0.015,0.0152,4309,3865,3865,3974,848,12:43
258462,257500,262000,675,28.03.2019,0.0342,0.0341,0.0345,5085.1556,2.27,2.26,2.31,380,8842,8824,9005,1401,0.015,0.015,0.0152,4327,3865,3865,3974,850,12:48
258580,257500,262000,673,28.03.2019,0.0342,0.0341,0.0345,5072.5086,2.27,2.26,2.31,382,8843,8824,9005,1401,0.0151,0.015,0.0152,4319,3865,3865,3974,850,12:53
258586,257500,262000,668,28.03.2019,0.0342,0.0341,0.0345,5050.3114,2.27,2.26,2.31,382,8843,8824,9005,1400,0.015,0.015,0.0152,4318,3865,3865,3974,855,12:58
258586,257500,262000,667,28.03.2019,0.0342,0.0341,0.0345,5051.5873,2.27,2.26,2.31,378,8843,8824,9005,1396,0.015,0.015,0.0152,4316,3865,3865,3974,857,13:03
258505,257500,262000,666,28.03.2019,0.0342,0.0341,0.0345,5074.054,2.27,2.26,2.31,349,8843,8824,9005,1379,0.015,0.015,0.0152,4313,3865,3865,3974,857,13:08
259371,257500,262000,671,28.03.2019,0.0342,0.0341,0.0345,5103.5288,2.28,2.26,2.31,345,8895,8824,9005,1381,0.015,0.015,0.0152,4320,3876,3865,3974,855,13:13
259443,257500,262000,673,28.03.2019,0.0342,0.0341,0.0345,5047.2269,2.27,2.23,2.31,338,8895,8824,9005,1382,0.015,0.015,0.0152,4226,3887,3865,3974,814,13:18
259412,257500,262000,668,28.03.2019,0.0342,0.0341,0.0345,5081.5953,2.27,2.23,2.31,308,8853,8824,9005,1364,0.015,0.015,0.0152,4173,3887,3865,3974,814,13:23
259325,257500,262000,671,28.03.2019,0.0342,0.0341,0.0345,5053.0375,2.27,2.23,2.31,306,8870,8824,9005,1336,0.015,0.015,0.0152,4125,3887,3865,3974,798,13:28
258941,257500,262000,667,28.03.2019,0.0342,0.0341,0.0345,5060.5965,2.27,2.23,2.31,304,8870,8824,9005,1327,0.015,0.015,0.0152,4119,3887,3865,3974,798,13:33
259395,257500,262000,665,28.03.2019,0.0342,0.0341,0.0345,5050.7125,2.27,2.23,2.31,306,8861,8824,9005,1331,0.015,0.015,0.0152,4115,3887,3865,3974,784,13:38
258700,257500,262000,669,28.03.2019,0.0342,0.0341,0.0345,5046.9761,2.27,2.23,2.31,306,8861,8824,9005,1321,0.015,0.015,0.0152,4095,3887,3865,3974,782,13:43
258700,257500,262000,671,28.03.2019,0.0342,0.0341,0.0345,5048.0875,2.27,2.23,2.31,304,8861,8824,9005,1320,0.015,0.015,0.0152,4105,3887,3865,3974,780,13:48
258324,257500,262000,673,28.03.2019,0.0342,0.0341,0.0345,5069.2473,2.27,2.23,2.31,304,8844,8824,9005,1318,0.015,0.015,0.0152,4088,3887,3865,3974,759,13:53
258477,257500,262000,668,28.03.2019,0.0342,0.0341,0.0345,5035.269,2.27,2.23,2.31,305,8844,8824,9005,1319,0.015,0.015,0.0152,4105,3890,3865,3974,757,13:58
258835,257500,262000,664,28.03.2019,0.0342,0.0341,0.0345,5029.5634,2.27,2.23,2.31,305,8843,8824,9005,1311,0.015,0.015,0.0152,4086,3887,3865,3974,769,14:03
258477,257500,262000,667,28.03.2019,0.0342,0.0341,0.0345,5030.5002,2.27,2.23,2.31,306,8843,8824,9005,1300,0.015,0.015,0.0152,4085,3887,3865,3974,767,14:08
258773,257500,262000,664,28.03.2019,0.0342,0.0341,0.0345,5048.9044,2.27,2.23,2.31,305,8843,8824,9005,1287,0.015,0.015,0.0152,4111,3887,3865,3974,767,14:13
259277,257500,262000,661,28.03.2019,0.0342,0.0341,0.0345,5049.5984,2.27,2.23,2.31,305,8845,8824,9005,1288,0.015,0.015,0.0152,4098,3887,3865,3974,767,14:18
259219,257500,262000,663,28.03.2019,0.0342,0.0341,0.0345,5083.2601,2.27,2.23,2.31,305,8843,8824,9005,1290,0.015,0.015,0.0152,4097,3887,3865,3974,766,14:23
259159,257500,262000,663,28.03.2019,0.0342,0.0341,0.0345,5060.0595,2.27,2.23,2.31,305,8843,8824,9005,1268,0.015,0.015,0.0152,4108,3887,3865,3974,768,14:28
259092,257500,262000,667,28.03.2019,0.0342,0.0341,0.0345,5078.9746,2.27,2.23,2.31,305,8881,8824,9005,1260,0.015,0.015,0.0152,4106,3887,3865,3974,754,14:33
259266,257500,262000,667,28.03.2019,0.0342,0.0341,0.0345,5058.9123,2.27,2.23,2.31,303,8840,8824,9005,1283,0.015,0.015,0.0152,4106,3887,3865,3974,754,14:38
258984,257500,262000,664,28.03.2019,0.0342,0.0341,0.0345,5062.4868,2.27,2.23,2.31,305,8817,8824,9005,1281,0.015,0.015,0.0152,4111,3880,3865,3974,751,14:43
258862,257500,262000,661,28.03.2019,0.0342,0.0341,0.0345,5040.5489,2.27,2.23,2.31,304,8818,8817,9005,1281,0.015,0.015,0.0152,4107,3880,3865,3974,747,14:48
258866,257500,262000,662,28.03.2019,0.0342,0.0341,0.0345,5046.5637,2.27,2.23,2.31,304,8818,8817,9005,1279,0.015,0.015,0.0152,4097,3880,3865,3974,744,14:53
258853,257500,261999,656,28.03.2019,0.0342,0.0341,0.0345,5044.3948,2.27,2.23,2.31,305,8818,8817,9005,1281,0.015,0.015,0.0152,4081,3880,3865,3974,745,14:58
258884,257500,261999,655,28.03.2019,0.0341,0.0341,0.0345,5025.0602,2.27,2.23,2.31,305,8818,8817,9005,1277,0.015,0.015,0.0152,4084,3880,3865,3974,745,15:03
258884,257500,261999,659,28.03.2019,0.0341,0.0341,0.0345,5018.8143,2.27,2.23,2.31,306,8818,8817,9005,1264,0.015,0.015,0.0152,3995,3880,3865,3974,745,15:08
258884,257500,261999,655,28.03.2019,0.0341,0.0341,0.0345,5011.5501,2.27,2.23,2.31,304,8813,8817,9005,1268,0.015,0.015,0.0152,3995,3876,3865,3974,756,15:13
258884,257500,261999,652,28.03.2019,0.0341,0.0341,0.0345,5028.0111,2.27,2.23,2.31,303,8818,8813,9005,1264,0.015,0.015,0.0152,3961,3880,3865,3974,745,15:18
258897,257500,261999,655,28.03.2019,0.0341,0.0341,0.0345,5047.3866,2.27,2.23,2.31,304,8818,8813,9005,1260,0.015,0.015,0.0152,3940,3880,3865,3974,745,15:23
258562,257500,261999,655,28.03.2019,0.0341,0.0341,0.0345,5029.1947,2.27,2.23,2.31,302,8818,8813,9005,1260,0.015,0.015,0.0152,3938,3880,3865,3974,752,15:28
258777,257500,261999,653,28.03.2019,0.0341,0.0341,0.0345,5025.6417,2.27,2.23,2.31,303,8818,8813,9005,1253,0.015,0.015,0.0152,3919,3880,3865,3974,748,15:33
258980,257500,261999,652,28.03.2019,0.0341,0.0341,0.0345,5000.8746,2.27,2.23,2.31,304,8800,8777,9005,1282,0.015,0.015,0.0152,3948,3880,3865,3974,747,15:38
258853,257500,261999,650,28.03.2019,0.0341,0.0341,0.0345,5028.8683,2.27,2.23,2.31,302,8800,8777,9005,1249,0.015,0.015,0.0152,3941,3880,3865,3974,747,15:43
259350,257500,261999,651,28.03.2019,0.0341,0.0341,0.0345,5033.9506,2.27,2.23,2.31,303,8812,8777,9005,1236,0.015,0.015,0.0152,3935,3880,3865,3974,735,15:48
259139,257500,261999,648,28.03.2019,0.0342,0.0341,0.0345,5022.2328,2.27,2.23,2.31,302,8830,8777,9005,1233,0.015,0.015,0.0152,4027,3880,3865,3974,732,15:53
259139,257500,261999,651,28.03.2019,0.0341,0.0341,0.0345,5040.8805,2.27,2.23,2.31,302,8830,8777,9005,1229,0.015,0.015,0.0152,4023,3880,3865,3974,747,15:58
258845,257500,261999,652,28.03.2019,0.0341,0.0341,0.0345,5019.9317,2.27,2.23,2.31,304,8830,8777,9005,1231,0.015,0.015,0.0152,4039,3880,3865,3974,745,16:03
258770,257500,261999,646,28.03.2019,0.0341,0.0341,0.0345,5024.5314,2.27,2.23,2.31,303,8850,8777,9005,1227,0.015,0.015,0.0152,4036,3880,3865,3974,746,16:08
259057,257500,261999,651,28.03.2019,0.0341,0.0341,0.0345,5001.8357,2.27,2.23,2.31,304,8870,8777,9005,1225,0.015,0.015,0.0152,4001,3880,3865,3974,746,16:13
259327,257500,261999,652,28.03.2019,0.0341,0.0341,0.0345,5018.5342,2.27,2.23,2.31,303,8845,8777,9005,1231,0.015,0.015,0.0152,4008,3880,3865,3974,750,16:18
259459,257500,261999,652,28.03.2019,0.0341,0.0341,0.0345,5022.7196,2.27,2.23,2.31,304,8842,8777,9005,1231,0.015,0.015,0.0152,4025,3880,3865,3974,766,16:23
259509,257500,261999,649,28.03.2019,0.0341,0.0341,0.0345,5020.6848,2.27,2.23,2.31,304,8842,8777,9005,1217,0.015,0.015,0.0152,4008,3880,3865,3974,764,16:28
259434,257500,261999,651,28.03.2019,0.0341,0.0341,0.0345,5002.4309,2.27,2.23,2.31,302,8842,8777,9005,1208,0.015,0.015,0.0152,3997,3880,3865,3974,763,16:33
259423,257500,261999,648,28.03.2019,0.0341,0.0341,0.0345,5039.7873,2.27,2.23,2.31,304,8842,8777,9005,1201,0.015,0.015,0.0152,3997,3883,3865,3974,761,16:38
259816,257500,261999,647,28.03.2019,0.0341,0.0341,0.0345,5071.3267,2.27,2.23,2.31,303,8842,8777,9005,1204,0.015,0.015,0.0152,4012,3883,3865,3974,761,16:43
259390,257500,261999,647,28.03.2019,0.0341,0.0341,0.0345,5064.6694,2.27,2.23,2.31,303,8854,8777,9005,1199,0.015,0.015,0.0152,4003,3883,3865,3974,763,16:48
259382,257500,261999,647,28.03.2019,0.0342,0.0341,0.0345,5059.0069,2.27,2.23,2.31,303,8855,8777,9005,1191,0.015,0.015,0.0152,3996,3883,3865,3974,765,16:53
259429,257500,261999,648,28.03.2019,0.0342,0.0341,0.0345,5042.05,2.27,2.23,2.31,303,8853,8777,9005,1190,0.015,0.015,0.0152,3990,3883,3865,3974,764,16:58
259222,257500,261999,646,28.03.2019,0.0342,0.0341,0.0345,5057.7753,2.27,2.23,2.31,303,8845,8777,9005,1186,0.015,0.015,0.0152,4004,3890,3865,3974,766,17:03
259208,257500,261999,653,28.03.2019,0.0342,0.0341,0.0345,5037.9738,2.27,2.23,2.31,303,8843,8777,9005,1202,0.015,0.015,0.0152,3980,3887,3865,3974,766,17:08
259111,257500,261999,651,28.03.2019,0.0341,0.0341,0.0345,5034.1691,2.27,2.23,2.31,303,8830,8777,9005,1197,0.015,0.015,0.0152,3997,3887,3865,3974,764,17:13
259605,257500,261999,651,28.03.2019,0.0342,0.0341,0.0345,5033.5844,2.27,2.23,2.31,302,8830,8777,9005,1191,0.015,0.015,0.0152,4019,3887,3865,3974,787,17:18
258993,257500,261999,654,28.03.2019,0.0342,0.0341,0.0345,5040.5677,2.27,2.23,2.31,305,8830,8777,9005,1198,0.015,0.015,0.0152,4003,3900,3865,3974,788,17:23
258736,257500,261999,653,28.03.2019,0.0342,0.0341,0.0345,5019.9104,2.27,2.23,2.31,303,8830,8777,9005,1204,0.015,0.015,0.0152,3999,3900,3865,3974,790,17:28
258700,257500,261999,657,28.03.2019,0.0343,0.0341,0.0345,5023.5199,2.27,2.23,2.31,304,8831,8777,9005,1191,0.015,0.015,0.0152,4012,3900,3865,3974,788,17:33
258685,257500,261999,657,28.03.2019,0.0343,0.0341,0.0345,5050.0295,2.27,2.23,2.31,302,8819,8777,9005,1196,0.015,0.015,0.0152,4013,3900,3865,3974,790,17:38
258716,257500,261999,655,28.03.2019,0.0343,0.0341,0.0345,5049.2108,2.27,2.23,2.31,304,8819,8777,9005,1194,0.015,0.015,0.0152,3995,3900,3865,3974,794,17:43
258716,257500,261999,657,28.03.2019,0.0342,0.0341,0.0345,5031.2722,2.27,2.23,2.31,303,8817,8777,9005,1210,0.015,0.015,0.0152,3984,3898,3865,3974,808,17:48
258716,257500,261999,657,28.03.2019,0.0342,0.0341,0.0345,5030.8298,2.27,2.23,2.31,304,8818,8777,9005,1210,0.015,0.015,0.0152,3982,3898,3865,3974,806,17:53
258800,257500,261999,656,28.03.2019,0.0342,0.0341,0.0345,5055.4802,2.27,2.23,2.31,303,8818,8777,9005,1204,0.015,0.015,0.0152,3982,3898,3865,3974,801,17:58
258880,257500,261999,656,28.03.2019,0.0342,0.0341,0.0345,5096.210999999998,2.27,2.23,2.31,303,8818,8777,9005,1198,0.015,0.015,0.0152,3978,3898,3865,3974,804,18:03
259300,257500,261999,661,28.03.2019,0.0342,0.0341,0.0345,5082.8484,2.27,2.23,2.31,303,8819,8777,9005,1200,0.015,0.015,0.0152,3995,3898,3865,3974,805,18:08
259090,257500,261999,661,28.03.2019,0.0342,0.0341,0.0345,5065.4989,2.27,2.23,2.31,303,8819,8777,9005,1187,0.015,0.015,0.0152,3982,3898,3865,3974,809,18:13
259381,257500,261999,665,28.03.2019,0.0342,0.0341,0.0345,5055.6211,2.27,2.23,2.31,302,8870,8777,9005,1183,0.015,0.015,0.0152,3982,3898,3865,3974,789,18:18
259039,257500,261999,664,28.03.2019,0.0342,0.0341,0.0345,5077.9158,2.27,2.23,2.31,303,8819,8777,9005,1211,0.015,0.015,0.0152,3993,3882,3865,3974,792,18:23
259039,257500,261999,663,28.03.2019,0.0342,0.0341,0.0345,5075.7248,2.27,2.23,2.31,303,8819,8777,9005,1213,0.015,0.015,0.0152,4008,3882,3865,3974,795,18:28
259101,257500,261999,666,28.03.2019,0.0342,0.0341,0.0345,5098.4731,2.28,2.23,2.31,303,8819,8777,9005,1210,0.015,0.015,0.0152,4018,3882,3865,3974,797,18:33
259088,257500,261999,663,28.03.2019,0.0342,0.0341,0.0345,5098.5971,2.28,2.23,2.31,303,8819,8777,9005,1211,0.015,0.015,0.0152,4016,3880,3865,3974,800,18:38
259100,257500,261999,666,28.03.2019,0.0342,0.0341,0.0345,5076.3774,2.28,2.23,2.31,303,8819,8777,9005,1221,0.015,0.015,0.0152,4022,3880,3865,3974,798,18:43
258833,257500,261999,663,28.03.2019,0.0342,0.0341,0.0345,5071.1308,2.28,2.23,2.31,303,8819,8777,9005,1216,0.015,0.015,0.0152,4002,3880,3865,3974,796,18:48
258837,257500,261999,663,28.03.2019,0.0342,0.0341,0.0345,5071.5995,2.28,2.23,2.31,303,8829,8777,9005,1214,0.015,0.015,0.0152,4019,3880,3865,3974,782,18:53
258837,257500,261998,665,28.03.2019,0.0342,0.0341,0.0345,5092.8966,2.28,2.23,2.31,302,8829,8777,9005,1207,0.015,0.015,0.0152,4009,3880,3865,3974,783,18:58
258837,257500,261998,662,28.03.2019,0.0342,0.0341,0.0345,5070.2447,2.27,2.23,2.31,304,8830,8777,9005,1216,0.015,0.015,0.0152,3999,3880,3865,3974,784,19:03
259279,257500,261998,663,28.03.2019,0.0341,0.0341,0.0345,5065.1581,2.27,2.23,2.31,305,8825,8777,9005,1215,0.015,0.015,0.0152,3981,3880,3865,3974,781,19:08
258837,257500,261954,663,28.03.2019,0.0341,0.0341,0.0345,5070.48,2.27,2.23,2.31,303,8830,8777,9005,1213,0.015,0.015,0.0152,4007,3874,3865,3974,796,19:13
258853,257500,261954,666,28.03.2019,0.0341,0.0341,0.0345,5074.1546,2.27,2.23,2.31,305,8830,8777,9005,1196,0.015,0.015,0.0152,4005,3876,3865,3974,797,19:18
258896,257500,261723,663,28.03.2019,0.0341,0.0341,0.0345,5062.3077,2.27,2.23,2.31,306,8830,8777,9005,1210,0.015,0.015,0.0152,3990,3876,3865,3974,799,19:23
259500,257500,261651,665,28.03.2019,0.0341,0.0341,0.0345,5072.7072,2.27,2.23,2.31,306,8830,8777,9005,1211,0.015,0.015,0.0152,3975,3882,3865,3974,820,19:28
258859,257500,261651,662,28.03.2019,0.0341,0.0341,0.0345,5078.1848,2.27,2.23,2.31,306,8830,8777,9005,1216,0.015,0.015,0.0152,3998,3876,3865,3974,824,19:33
258875,257500,261651,665,28.03.2019,0.0342,0.0341,0.0345,5109.3925,2.27,2.23,2.31,306,8825,8777,9005,1213,0.015,0.015,0.0152,3985,3876,3865,3974,830,19:38
258866,257500,261651,659,28.03.2019,0.0341,0.0341,0.0345,5084.0873,2.27,2.23,2.31,306,8850,8777,9005,1208,0.015,0.015,0.0152,3973,3876,3865,3974,834,19:43
258866,257500,261651,665,28.03.2019,0.0342,0.0341,0.0345,5096.5782,2.27,2.23,2.31,306,8826,8777,9005,1215,0.015,0.015,0.0152,3984,3876,3865,3974,832,19:48
258977,257500,261651,665,28.03.2019,0.0341,0.0341,0.0345,5084.3152,2.27,2.23,2.31,304,8826,8777,9005,1216,0.015,0.015,0.0152,3984,3876,3865,3974,832,19:53
258959,257500,261651,665,28.03.2019,0.0341,0.0341,0.0345,5084.0947,2.27,2.23,2.31,305,8821,8777,9005,1221,0.015,0.015,0.0152,3999,3876,3865,3974,837,19:58
258863,257500,261651,665,28.03.2019,0.0341,0.0341,0.0345,5102.4799,2.26,2.23,2.31,306,8817,8777,9005,1221,0.015,0.015,0.0152,3993,3876,3865,3974,837,20:03
258837,257500,261651,663,28.03.2019,0.0341,0.0341,0.0345,5102.8055,2.26,2.23,2.31,306,8817,8777,9005,1219,0.015,0.015,0.0152,4000,3887,3865,3974,862,20:08
258891,257500,261651,662,28.03.2019,0.0341,0.0341,0.0345,5088.384,2.26,2.23,2.31,308,8817,8777,9005,1225,0.015,0.015,0.0152,4028,3898,3865,3974,906,20:13
259450,257500,261651,664,28.03.2019,0.0341,0.0341,0.0345,5092.1062,2.26,2.23,2.31,307,8824,8777,9005,1226,0.015,0.015,0.0152,4015,3898,3865,3974,910,20:18
258957,257500,261651,665,28.03.2019,0.0341,0.0341,0.0345,5060.0808,2.26,2.23,2.31,307,8870,8777,9005,1262,0.015,0.015,0.0152,4007,3898,3865,3974,912,20:23
258915,257500,261651,669,28.03.2019,0.0342,0.0341,0.0345,5061.3711,2.26,2.23,2.31,306,8875,8777,9005,1253,0.015,0.015,0.0152,4027,3887,3865,3974,913,20:28
259429,257500,261413,665,28.03.2019,0.0342,0.0341,0.0345,5056.9398,2.26,2.23,2.31,305,8880,8777,9005,1269,0.015,0.015,0.0152,4011,3887,3865,3974,913,20:33
259429,257500,261413,664,28.03.2019,0.0342,0.0341,0.0345,5057.7924,2.26,2.23,2.31,305,8880,8777,9005,1278,0.015,0.015,0.0152,4019,3887,3865,3974,913,20:38
259452,257500,261413,668,28.03.2019,0.0341,0.0341,0.0345,5053.3686,2.26,2.23,2.31,305,8885,8777,9005,1281,0.015,0.015,0.0152,4019,3909,3865,3974,959,20:43
259453,257500,261413,668,28.03.2019,0.0341,0.0341,0.0345,5054.3957,2.26,2.23,2.31,305,8885,8777,9005,1285,0.015,0.015,0.0152,4003,3898,3865,3974,966,20:48
259456,257500,261413,668,28.03.2019,0.0341,0.0341,0.0345,5059.1244,2.26,2.23,2.31,306,8885,8777,9005,1296,0.015,0.015,0.0152,4017,3898,3865,3974,964,20:53
259456,257500,261300,664,28.03.2019,0.0342,0.0341,0.0345,5079.0059,2.26,2.23,2.31,305,8885,8777,9005,1290,0.015,0.015,0.0152,3984,3898,3865,3974,965,20:58
259457,257500,261300,664,28.03.2019,0.0342,0.0341,0.0345,5060.6844,2.26,2.23,2.31,307,8885,8777,9005,1291,0.015,0.015,0.0152,4002,3898,3865,3974,965,21:03
259265,257500,261300,669,28.03.2019,0.0341,0.0341,0.0345,5085.3338,2.26,2.23,2.31,307,8885,8777,9005,1290,0.015,0.015,0.0152,3998,3909,3865,3974,963,21:08
259300,257500,261300,666,28.03.2019,0.0341,0.0341,0.0345,5049.8112,2.26,2.23,2.31,306,8885,8777,9005,1289,0.015,0.015,0.0152,3998,3909,3865,3974,966,21:13
259300,257500,261300,666,28.03.2019,0.0341,0.0341,0.0345,5048.6031,2.26,2.23,2.31,305,8885,8777,9005,1297,0.015,0.015,0.0152,4008,3909,3865,3974,976,21:18
259300,257500,261300,670,28.03.2019,0.0341,0.0341,0.0345,5048.2501,2.26,2.23,2.31,304,8885,8777,9005,1293,0.015,0.015,0.0152,4016,3909,3865,3974,976,21:23
259300,257500,261300,669,28.03.2019,0.0341,0.0341,0.0345,5067.2727,2.26,2.23,2.31,304,8885,8777,9005,1292,0.015,0.015,0.0152,3993,3909,3865,3974,966,21:28
259261,257500,261300,665,28.03.2019,0.0341,0.0341,0.0345,5044.9553,2.26,2.23,2.31,304,8885,8777,9005,1300,0.015,0.015,0.0152,4016,3898,3865,3974,969,21:33
259261,257500,261300,666,28.03.2019,0.0341,0.0341,0.0345,5051.5107,2.26,2.23,2.31,304,8885,8777,9005,1297,0.015,0.015,0.0152,4012,3909,3865,3974,961,21:38
259264,257500,261300,666,28.03.2019,0.0341,0.0341,0.0345,5052.6052,2.26,2.23,2.31,306,8870,8777,9005,1294,0.015,0.015,0.0152,3996,3909,3865,3974,959,21:43
